id,accepted
151605,0
306455,0
171221,0
88201,0
387652,0
223379,0
342245,0
60637,0
492636,0
433452,0
432246,0
479943,0
281099,0
208467,0
203536,0
257982,0
437168,0
312942,0
420620,0
49256,0
87998,0
212064,0
107717,0
402976,0
263201,0
398611,0
208899,0
106381,0
482128,0
300704,0
406286,0
176481,0
245958,0
338238,0
344562,0
359935,0
347571,0
246097,0
266105,0
223292,0
451451,0
38405,0
384234,0
433389,0
429597,0
83898,0
90595,0
329588,0
465487,0
140594,0
232039,0
447066,0
410094,0
329438,0
438494,0
33461,0
241263,0
114040,0
493474,0
12537,0
270259,0
452463,0
280834,0
327144,0
37440,0
42961,0
30937,0
283765,0
65927,0
13653,0
149774,0
104464,0
186817,0
342373,0
365340,0
195779,0
95267,0
209116,0
161940,0
224129,0
330647,0
303132,0
413453,0
486876,0
340227,0
392920,0
46580,0
492267,0
101769,0
103090,0
434782,0
187488,0
5225,0
9122,0
43095,0
284135,0
297841,0
334082,0
156845,0
22007,0
76104,0
333537,0
271893,0
394763,0
74878,0
443281,0
490893,0
115845,0
478037,0
430753,0
287085,0
95348,0
339654,0
262777,0
455799,0
346221,0
454472,0
221804,0
190072,0
498270,0
374644,0
43908,0
387787,0
43151,0
14781,0
46804,0
283369,0
202271,0
342335,0
349470,0
131333,0
173060,0
171451,0
356556,0
127184,0
366649,0
29837,0
160920,0
402438,0
411503,0
430160,0
110675,0
148701,0
488541,0
53329,0
494523,0
99976,0
451548,0
167112,0
118778,0
128631,0
79640,0
101850,0
138439,0
310990,0
167374,0
192047,0
257273,0
420541,0
127667,0
411125,0
23178,0
245327,0
297518,0
329179,0
124177,0
259862,0
421567,0
265705,0
270919,0
118954,0
470812,0
175025,0
272882,0
471473,0
450340,0
95671,0
20472,0
432078,0
169938,0
314804,0
358645,0
198204,0
142814,0
29403,0
176847,0
261293,0
361156,0
479547,0
195849,0
431713,0
332002,0
194186,0
91710,0
351656,0
232805,0
336308,0
20368,0
203125,0
344810,0
431457,0
435010,0
101134,0
299975,0
43013,0
126174,0
271369,0
87779,0
403322,0
196243,0
457593,0
394582,0
455120,0
77634,0
210129,0
257574,0
146234,0
210338,0
277312,0
318953,0
189590,0
394225,0
325773,0
484604,0
391151,0
96668,0
22809,0
274926,0
445348,0
186695,0
275938,0
62789,0
266834,0
497097,0
195578,0
263146,0
141634,0
48357,0
413206,0
146232,0
190396,0
318303,0
323587,0
109441,0
90699,0
74268,0
354491,0
119471,0
271218,0
80737,0
87016,0
137911,0
407962,0
277194,0
1780,0
288516,0
77814,0
32025,0
64532,0
355658,0
368528,0
390167,0
371892,0
264241,0
23232,0
73550,0
81856,0
241609,0
312297,0
148518,0
350846,0
40325,0
261777,0
353411,0
459421,0
292004,0
450426,0
385895,0
419835,0
155649,0
367659,0
19042,0
406159,0
236051,0
190448,0
350617,0
112209,0
29373,0
96591,0
102915,0
343876,0
128961,0
125299,0
118607,0
344882,0
250826,0
174683,0
203932,0
387003,0
38320,0
71705,0
11381,0
127640,0
480707,0
160515,0
319522,0
75890,0
146532,0
291486,0
488389,0
244412,0
110877,0
55899,0
65653,0
165151,0
253226,0
322490,0
150055,0
163208,0
416298,0
254304,0
425671,0
280774,0
383713,0
284643,0
486752,0
444840,0
193,0
148908,0
198518,0
492225,0
439000,0
73518,0
241963,0
366398,0
115261,0
475117,0
348858,0
270881,0
77490,0
262918,0
66605,0
320544,0
109736,0
225679,0
152134,0
426414,0
409770,0
276786,0
233800,0
367970,0
109066,0
416340,0
362064,0
358479,0
247316,0
25070,0
17911,0
268604,0
135072,0
348292,0
296408,0
412389,0
79919,0
207470,0
302582,0
162547,0
377986,0
366345,0
425797,0
405915,0
473360,0
432670,0
395586,0
140018,0
317386,0
79806,0
85578,0
111906,0
398141,0
427123,0
88391,0
236780,0
490076,0
244997,0
410004,0
279960,0
283626,0
128313,0
170642,0
225078,0
266430,0
219498,0
373053,0
143438,0
290435,0
202569,0
341896,0
57761,0
218306,0
244528,0
354582,0
447961,0
370873,0
382552,0
381577,0
132646,0
492783,0
183456,0
8842,0
485057,0
570,0
403870,0
275553,0
154627,0
477425,0
408279,0
218656,0
227217,0
136572,0
233001,0
7499,0
224394,0
150186,0
425165,0
246766,0
119805,0
251654,0
120861,0
353978,0
420092,0
454642,0
464029,0
318502,0
420465,0
302866,0
67158,0
202947,0
324106,0
336414,0
221665,0
258169,0
308456,0
113965,0
497930,0
223319,0
377134,0
42849,0
409113,0
119515,0
373500,0
140119,0
234515,0
225478,0
36710,0
99721,0
483276,0
355280,0
273890,0
207831,0
115607,0
298395,0
205829,0
130330,0
418272,0
93286,0
78958,0
137350,0
435910,0
358086,0
336098,0
32331,0
63810,0
226239,0
451601,0
477697,0
207855,0
127012,0
197134,0
234367,0
77619,0
415502,0
367864,0
245906,0
4960,0
263885,0
105795,0
209389,0
496591,0
234618,0
62631,0
317315,0
43382,0
407894,0
93428,0
18529,0
387565,0
64355,0
157755,0
309275,0
124714,0
401361,0
425784,0
322345,0
301636,0
247864,0
89860,0
72020,0
241440,0
416110,0
370660,0
223949,0
203014,0
414859,0
344615,0
178820,0
140293,0
360576,0
51302,0
173777,0
415260,0
88906,0
301407,0
332871,0
80318,0
13845,0
325682,0
161162,0
62843,0
293719,0
367992,0
277904,0
422495,0
458714,0
94606,0
454913,0
113325,0
367968,0
236369,0
210844,0
108465,0
443561,0
439086,0
211745,0
13540,0
373004,0
274024,0
121165,0
95483,0
447394,0
240024,0
59122,0
262198,0
25679,0
287897,0
17850,0
382231,0
26093,0
69950,0
46264,0
329953,0
462625,0
399655,0
24626,0
40048,0
473333,0
200209,0
54468,0
109025,0
59465,0
37868,0
349474,0
155840,0
116680,0
344909,0
197302,0
217073,0
473468,0
364374,0
221200,0
179516,0
267553,0
283635,0
463168,0
383537,0
289592,0
105689,0
235748,0
255242,0
228862,0
309293,0
271581,0
144803,0
106303,0
216385,0
300280,0
337366,0
6112,0
2645,0
99511,0
196219,0
419292,0
205505,0
107924,0
270099,0
424906,0
11140,0
466745,0
224943,0
26468,0
92574,0
481354,0
218993,0
298375,0
27891,0
401800,0
492325,0
448199,0
481369,0
144754,0
492950,0
105611,0
428040,0
193489,0
255503,0
415990,0
5443,0
19320,0
101472,0
4939,0
276828,0
278789,0
197517,0
459876,0
107595,0
63568,0
171412,0
112239,0
454582,0
123518,0
356971,0
334278,0
315085,0
280749,0
271019,0
380639,0
20453,0
82285,0
269826,0
84948,0
494376,0
275041,0
491947,0
120750,0
116474,0
270365,0
457291,0
10635,0
262138,0
210047,0
113964,0
104913,0
212642,0
79002,0
449479,0
384414,0
496673,0
341163,0
438255,0
488934,0
490731,0
364348,0
101057,0
205148,0
452508,0
9517,0
238137,0
84778,0
450536,0
331366,0
405870,0
200873,0
418908,0
308382,0
254752,0
136685,0
309294,0
461297,0
227687,0
488691,0
46061,0
106491,0
292364,0
207541,0
192015,0
82328,0
37338,0
365645,0
418552,0
321034,0
10650,0
460902,0
331964,0
215944,0
151841,0
37498,0
137933,0
11055,0
181561,0
332821,0
186753,0
455446,0
185735,0
345830,0
244689,0
369963,0
312192,0
451147,0
174147,0
189492,0
181361,0
427205,0
11974,0
92885,0
417925,0
358257,0
144848,0
79988,0
490889,0
320753,0
77466,0
102115,0
70777,0
32831,0
194904,0
434395,0
442264,0
357723,0
67657,0
380477,0
2987,0
207434,0
406505,0
211490,0
302169,0
401442,0
241789,0
28308,0
18947,0
358506,0
144630,0
451181,0
236497,0
475021,0
316035,0
103705,0
321795,0
432256,0
366549,0
427663,0
84372,0
77837,0
326322,0
80164,0
11422,0
130796,0
79357,0
163312,0
345412,0
298707,0
413388,0
419703,0
59715,0
211191,0
365268,0
498064,0
297416,0
128894,0
209009,0
312322,0
460351,0
205767,0
155975,0
464371,0
234653,0
445502,0
104088,0
231727,0
281123,0
368134,0
128566,0
48222,0
125984,0
312992,0
65414,0
479410,0
197704,0
192086,0
23372,0
61051,0
468457,0
343406,0
8358,0
204152,0
372479,0
48036,0
345244,0
85700,0
246199,0
352842,0
12815,0
218788,0
324481,0
477599,0
419504,0
335769,0
487745,0
352979,0
38942,0
495621,0
5880,0
491652,0
134823,0
160684,0
31594,0
69893,0
273837,0
433091,0
68936,0
13048,0
61030,0
429012,0
332908,0
286107,0
396263,0
333383,0
30637,0
161352,0
131812,0
487197,0
142699,0
54920,0
442944,0
485943,0
263748,0
457755,0
163090,0
227732,0
157102,0
463561,0
428101,0
468862,0
72809,0
264642,0
284686,0
422212,0
484999,0
252308,0
433206,0
338426,0
434332,0
164,0
411581,0
389129,0
212905,0
306333,0
60371,0
109279,0
477909,0
242472,0
35972,0
469879,0
237203,0
104147,0
99133,0
159956,0
140553,0
245434,0
19610,0
361941,0
164236,0
96713,0
389545,0
140346,0
253649,0
195114,0
336814,0
242355,0
329550,0
479710,0
438287,0
421953,0
57061,0
70788,0
391303,0
139587,0
493884,0
120411,0
350577,0
130261,0
80413,0
430289,0
22895,0
391391,0
15081,0
356507,0
312269,0
392353,0
41992,0
219981,0
379602,0
352117,0
316211,0
377162,0
17165,0
148060,0
434814,0
107311,0
92633,0
432893,0
249325,0
363032,0
467357,0
187614,0
304474,0
122551,0
285326,0
286599,0
450070,0
5800,0
412778,0
434522,0
25820,0
112057,0
48362,0
297717,0
222042,0
477466,0
302339,0
458095,0
197249,0
297356,0
160639,0
145571,0
52292,0
284476,0
138062,0
226558,0
211762,0
72179,0
264202,0
310046,0
186944,0
269637,0
405762,0
266731,0
2656,0
32179,0
187241,0
358438,0
195887,0
35608,0
81940,0
347078,0
122142,0
355674,0
342830,0
116904,0
409595,0
124022,0
451035,0
409723,0
464886,0
31676,0
95714,0
392496,0
347615,0
122338,0
428910,0
401033,0
394205,0
263055,0
23221,0
215744,0
356695,0
388782,0
455897,0
281112,0
358431,0
389614,0
202559,0
367308,0
109037,0
297730,0
124670,0
163924,0
203682,0
222068,0
25760,0
478582,0
401337,0
212243,0
238894,0
455608,0
436352,0
447035,0
308866,0
74953,0
390324,0
347535,0
245954,0
66276,0
197151,0
98411,0
119657,0
82226,0
309864,0
249836,0
175047,0
24598,0
393234,0
406797,0
152462,0
6284,0
357339,0
396803,0
146555,0
34720,0
150672,0
251469,0
107402,0
463890,0
212936,0
165538,0
250626,0
393748,0
80542,0
291445,0
2175,0
218250,0
10669,0
143323,0
105707,0
240337,0
286293,0
77528,0
169736,0
456227,0
441669,0
332855,0
177255,0
451204,0
42923,0
418837,0
219713,0
389158,0
139099,0
269501,0
58362,0
28790,0
200596,0
143543,0
45964,0
250675,0
170758,0
181734,0
335531,0
167009,0
305160,0
415334,0
80082,0
346685,0
340855,0
6585,0
167161,0
453008,0
39146,0
68247,0
50871,0
423282,0
164759,0
336102,0
493958,0
418628,0
16287,0
6962,0
248553,0
360768,0
26840,0
302680,0
206937,0
45110,0
135195,0
132086,0
344844,0
148446,0
397418,0
464741,0
45737,0
33679,0
77407,0
337312,0
390776,0
238664,0
178181,0
377974,0
317980,0
39120,0
50163,0
143270,0
483812,0
488076,0
482520,0
402571,0
80896,0
436991,0
237071,0
412070,0
47411,0
186837,0
75321,0
263308,0
416187,0
139369,0
52534,0
323456,0
447441,0
37700,0
115458,0
34088,0
278980,0
74873,0
408237,0
155780,0
284626,0
344987,0
256561,0
74931,0
201256,0
484273,0
359865,0
449857,0
425279,0
381565,0
766,0
257261,0
493767,0
497517,0
420576,0
317807,0
275507,0
341823,0
196315,0
95873,0
319149,0
84652,0
350498,0
173071,0
308546,0
102158,0
79983,0
131186,0
294509,0
441824,0
181359,0
369774,0
371633,0
81878,0
79601,0
262632,0
215211,0
450212,0
373386,0
206393,0
450921,0
439916,0
230844,0
267387,0
485336,0
398814,0
436850,0
121463,0
464929,0
260642,0
246165,0
22842,0
10732,0
386733,0
387006,0
114760,0
485427,0
166010,0
491777,0
189430,0
303695,0
265719,0
238994,0
96912,0
364132,0
384369,0
92373,0
435096,0
382266,0
283651,0
288635,0
94720,0
289563,0
140185,0
476745,0
349166,0
140084,0
361321,0
427437,0
306517,0
64078,0
248494,0
10129,0
135263,0
76871,0
136041,0
122005,0
112108,0
354297,0
311901,0
165835,0
182861,0
435549,0
339924,0
210040,0
467475,0
214502,0
88747,0
81139,0
418397,0
361428,0
78414,0
294284,0
388792,0
37480,0
70857,0
393438,0
468348,0
84338,0
78358,0
74374,0
135382,0
51205,0
93808,0
235230,0
66873,0
202721,0
195040,0
36073,0
177562,0
310185,0
69682,0
283278,0
244128,0
79751,0
447866,0
397218,0
280341,0
113992,0
113285,0
145068,0
344958,0
427489,0
67835,0
60636,0
406290,0
221040,0
235328,0
305390,0
317507,0
488751,0
148112,0
276339,0
283885,0
330257,0
252373,0
488351,0
279,0
89342,0
33172,0
277515,0
124444,0
455144,0
253835,0
407124,0
127164,0
201121,0
414755,0
177328,0
97705,0
463332,0
357619,0
103489,0
496293,0
245029,0
67110,0
164257,0
369071,0
413850,0
360384,0
295430,0
405648,0
117339,0
251099,0
198663,0
58232,0
8627,0
491417,0
88495,0
133617,0
357319,0
90743,0
316913,0
242337,0
197720,0
17522,0
310231,0
37663,0
319628,0
428889,0
144147,0
192808,0
463828,0
241506,0
374642,0
40979,0
468994,0
343038,0
86300,0
322172,0
101452,0
149717,0
242899,0
119753,0
301445,0
137457,0
481399,0
89531,0
289428,0
369156,0
56230,0
104590,0
119079,0
230040,0
308985,0
449950,0
450162,0
130668,0
237056,0
118133,0
227689,0
301588,0
278343,0
197697,0
87245,0
68697,0
244634,0
299494,0
66906,0
219559,0
55907,0
133860,0
407153,0
453065,0
229554,0
154854,0
61617,0
80589,0
4575,0
430840,0
91665,0
321148,0
201401,0
374067,0
473086,0
104052,0
384599,0
250609,0
213904,0
155312,0
192189,0
5434,0
420355,0
295794,0
260702,0
259394,0
451990,0
219244,0
385423,0
354474,0
69679,0
428579,0
154435,0
199440,0
29864,0
199422,0
485414,0
411002,0
255085,0
148542,0
376229,0
73186,0
197628,0
31994,0
293426,0
173498,0
384324,0
88858,0
487833,0
461603,0
45111,0
407787,0
438984,0
275987,0
133525,0
314473,0
495303,0
179156,0
63314,0
160574,0
17661,0
363117,0
48852,0
344326,0
150889,0
457571,0
387800,0
216882,0
98701,0
378156,0
484609,0
289818,0
462598,0
61605,0
311726,0
345022,0
171029,0
470642,0
74934,0
224992,0
46748,0
74933,0
425345,0
278118,0
211392,0
371718,0
196779,0
280970,0
394913,0
61237,0
229754,0
345415,0
129463,0
151602,0
189274,0
151233,0
263861,0
234922,0
40237,0
278026,0
304335,0
272102,0
240856,0
197734,0
34941,0
7373,0
276430,0
121460,0
107516,0
44451,0
157829,0
311607,0
165893,0
427118,0
163918,0
236628,0
215666,0
179236,0
423361,0
368571,0
254842,0
9175,0
221070,0
21753,0
41108,0
344699,0
325022,0
287112,0
103093,0
252463,0
16396,0
75817,0
41042,0
47598,0
275253,0
21235,0
379108,0
70465,0
291794,0
189720,0
497502,0
17539,0
283154,0
259161,0
462915,0
22607,0
83322,0
448071,0
484030,0
251261,0
91432,0
188737,0
234825,0
233733,0
78381,0
489145,0
109612,0
293095,0
33981,0
27804,0
313549,0
28022,0
391126,0
395865,0
140489,0
130483,0
34926,0
312160,0
230546,0
215665,0
16930,0
405854,0
410102,0
425121,0
48146,0
412581,0
75458,0
92860,0
427477,0
89560,0
208569,0
154283,0
205357,0
331680,0
478791,0
431341,0
493350,0
180991,0
479546,0
319896,0
382767,0
344745,0
111894,0
70496,0
334250,0
340928,0
300840,0
247511,0
423515,0
249648,0
203418,0
442964,0
65684,0
76803,0
30380,0
289147,0
470261,0
385112,0
463913,0
296051,0
307497,0
384675,0
427303,0
408849,0
410680,0
202978,0
2379,0
420890,0
277369,0
434646,0
126677,0
198601,0
333344,0
394756,0
404988,0
160039,0
325982,0
372800,0
76265,0
313165,0
70659,0
38568,0
352610,0
62337,0
388804,0
51824,0
232267,0
37369,0
352895,0
235105,0
167006,0
371846,0
142988,0
222515,0
344475,0
128237,0
327775,0
405717,0
258028,0
24155,0
417975,0
463359,0
492525,0
169098,0
122560,0
1646,0
308165,0
260151,0
19406,0
343709,0
281633,0
193454,0
428853,0
494308,0
377326,0
242517,0
90719,0
20530,0
413685,0
131231,0
206391,0
14882,0
168182,0
295380,0
90289,0
460440,0
30422,0
336187,0
454263,0
72623,0
360205,0
78108,0
56655,0
166492,0
386667,0
93812,0
263193,0
35268,0
231181,0
153639,0
92962,0
375286,0
191422,0
375354,0
226977,0
492643,0
30857,0
294811,0
488239,0
114322,0
158537,0
175013,0
423516,0
88299,0
439508,0
89698,0
311457,0
12868,0
237110,0
477326,0
424717,0
128213,0
211585,0
316093,0
122103,0
361996,0
113390,0
325018,0
258371,0
73847,0
214062,0
26702,0
127889,0
103131,0
411988,0
61796,0
454648,0
148600,0
31919,0
278515,0
251607,0
32469,0
396099,0
149120,0
90888,0
265473,0
56163,0
140822,0
94839,0
43389,0
416599,0
152746,0
484276,0
129748,0
298241,0
469069,0
260553,0
291701,0
473459,0
287294,0
254865,0
406311,0
274932,0
374342,0
389470,0
218491,0
387972,0
433743,0
294079,0
234018,0
85673,0
372529,0
54537,0
415694,0
411329,0
123044,0
497575,0
160851,0
164263,0
453213,0
155061,0
270780,0
462,0
281907,0
107190,0
176310,0
197155,0
72274,0
475297,0
312714,0
247252,0
492618,0
271519,0
207286,0
48220,0
14579,0
203068,0
410659,0
312519,0
245245,0
454023,0
202247,0
120676,0
297456,0
67553,0
181683,0
101295,0
76783,0
119233,0
6306,0
50916,0
48739,0
13878,0
361683,0
148062,0
143887,0
295099,0
290695,0
212291,0
108711,0
123470,0
85403,0
142835,0
441135,0
466823,0
77618,0
93552,0
239904,0
349464,0
155251,0
53763,0
467540,0
240830,0
5149,0
387631,0
216630,0
394333,0
443499,0
389355,0
342160,0
390536,0
373720,0
76894,0
192617,0
11073,0
16987,0
189154,0
169303,0
465334,0
75572,0
257619,0
381276,0
27433,0
198922,0
320438,0
355689,0
223451,0
168944,0
353296,0
215841,0
451448,0
212216,0
160209,0
15754,0
402373,0
83798,0
238930,0
199829,0
232401,0
60160,0
85058,0
245657,0
222675,0
308158,0
296922,0
259777,0
218460,0
52483,0
83862,0
178684,0
305730,0
198840,0
369891,0
183753,0
182584,0
135370,0
200782,0
412173,0
355396,0
401204,0
45267,0
349560,0
280322,0
88560,0
484562,0
94041,0
388075,0
398151,0
29848,0
464802,0
57838,0
358688,0
411904,0
270436,0
366976,0
182606,0
13101,0
2633,0
347375,0
206371,0
20337,0
311285,0
214208,0
16828,0
462324,0
385533,0
22132,0
203950,0
347290,0
32826,0
273054,0
39741,0
413375,0
271837,0
440508,0
55821,0
187310,0
418162,0
196660,0
262769,0
370827,0
498666,0
338567,0
255142,0
459676,0
417393,0
213863,0
440800,0
438083,0
26474,0
415229,0
313582,0
418564,0
379587,0
373237,0
240349,0
322549,0
195720,0
366132,0
404989,0
162977,0
218139,0
464518,0
147893,0
112919,0
309012,0
125935,0
63897,0
315962,0
36742,0
72248,0
109966,0
282774,0
44520,0
410045,0
491873,0
345511,0
8574,0
101063,0
276274,0
273841,0
388749,0
390222,0
453099,0
53825,0
338444,0
42178,0
182805,0
193490,0
228978,0
407224,0
454941,0
326415,0
27936,0
499518,0
167853,0
267318,0
272012,0
142408,0
98533,0
366652,0
71461,0
420281,0
302590,0
109500,0
150829,0
195610,0
69990,0
202438,0
75218,0
466969,0
104328,0
60573,0
412093,0
453388,0
69942,0
430699,0
101045,0
100833,0
23618,0
290217,0
380149,0
194859,0
451655,0
496828,0
167579,0
55077,0
26868,0
191997,0
314727,0
469096,0
63278,0
81811,0
374664,0
346848,0
449172,0
320330,0
144316,0
10945,0
228385,0
471657,0
170692,0
230317,0
15356,0
92052,0
349498,0
378807,0
417081,0
449176,0
146435,0
271126,0
93294,0
161432,0
305729,0
363685,0
158402,0
25954,0
147948,0
488000,0
281405,0
49116,0
222596,0
486286,0
103702,0
467213,0
251305,0
296700,0
445070,0
91835,0
67970,0
491411,0
172652,0
15848,0
493079,0
341801,0
140852,0
460606,0
106730,0
248688,0
178488,0
362349,0
177330,0
128530,0
13827,0
374754,0
43574,0
402536,0
275173,0
395852,0
476027,0
75291,0
179155,0
345944,0
363763,0
230051,0
179303,0
313750,0
490514,0
223065,0
356538,0
342263,0
101976,0
292848,0
238923,0
87599,0
492491,0
239574,0
463454,0
393081,0
365967,0
84579,0
489261,0
119361,0
202921,0
383349,0
402335,0
212721,0
415279,0
88979,0
27426,0
130929,0
371859,0
89337,0
346803,0
379217,0
494381,0
405356,0
170194,0
240516,0
346148,0
48622,0
251733,0
262462,0
109219,0
39526,0
198221,0
182540,0
143853,0
74896,0
336835,0
472538,0
373508,0
125042,0
404392,0
247254,0
338656,0
220299,0
29727,0
226715,0
83365,0
282596,0
260669,0
200498,0
409407,0
218317,0
84607,0
191916,0
114579,0
47364,0
171117,0
63085,0
384428,0
292644,0
309731,0
144196,0
483856,0
70256,0
137409,0
322080,0
27031,0
345318,0
345157,0
31409,0
330974,0
474520,0
65427,0
225454,0
207147,0
138549,0
340358,0
6676,0
351906,0
426163,0
12575,0
191092,0
223698,0
293733,0
222545,0
21570,0
422155,0
261337,0
118753,0
110052,0
369950,0
96677,0
169476,0
207540,0
91275,0
190012,0
287138,0
425002,0
398271,0
131118,0
39965,0
206057,0
90652,0
218635,0
253155,0
292292,0
33157,0
490639,0
38857,0
205611,0
58983,0
271877,0
206658,0
19006,0
258602,0
86407,0
422345,0
428226,0
133713,0
16526,0
432119,0
170991,0
86323,0
428281,0
201198,0
478916,0
268188,0
42349,0
13824,0
38587,0
339529,0
23619,0
242625,0
147733,0
401653,0
363709,0
212668,0
141777,0
320741,0
223266,0
290925,0
96437,0
328469,0
139149,0
281967,0
498494,0
287439,0
412713,0
414285,0
140113,0
141844,0
311494,0
237822,0
364538,0
346812,0
355784,0
1718,0
112408,0
76386,0
112219,0
328013,0
344877,0
403763,0
250594,0
121341,0
52041,0
10460,0
379186,0
300212,0
477858,0
116488,0
57585,0
55634,0
227927,0
190407,0
422843,0
264311,0
245043,0
77038,0
94775,0
175417,0
20895,0
480730,0
244645,0
295458,0
178423,0
271003,0
98544,0
385999,0
434148,0
346264,0
435748,0
340812,0
460806,0
321300,0
13680,0
81106,0
417554,0
259385,0
134391,0
491152,0
237706,0
195118,0
452993,0
113178,0
4950,0
383278,0
307384,0
169218,0
380981,0
269384,0
115602,0
52210,0
477816,0
47769,0
401748,0
364310,0
3811,0
149592,0
51311,0
417251,0
124213,0
410766,0
312017,0
119355,0
114875,0
318400,0
499158,0
122287,0
301127,0
373688,0
260621,0
93870,0
184797,0
162017,0
491553,0
74489,0
14114,0
339191,0
45910,0
199131,0
389837,0
331806,0
29150,0
306985,0
222321,0
75518,0
318456,0
382509,0
270132,0
165187,0
283041,0
376812,0
106517,0
189684,0
331691,0
416292,0
100033,0
1862,0
457228,0
243460,0
173059,0
314219,0
349065,0
294002,0
93726,0
383757,0
51700,0
67638,0
443323,0
496647,0
53533,0
1973,0
317118,0
466002,0
414739,0
387528,0
150834,0
324598,0
158801,0
497362,0
421594,0
429489,0
231440,0
121333,0
136778,0
3685,0
71245,0
173804,0
53822,0
498213,0
206628,0
80902,0
28071,0
132823,0
399606,0
408356,0
88283,0
212705,0
133195,0
451700,0
99220,0
418613,0
379438,0
462651,0
120287,0
52429,0
147091,0
111367,0
462176,0
43496,0
